eo_data,class,lon,lat,subset,start_date,end_date,eo_status,coord
Napier,19,37.0737217,-0.6345183,training,01/07/2022,01/07/2023,complete,"[0.93840449 0.3350754  0.67392652 0.80657955 0.86321449 0.37195288
 0.36338109 0.95707614 0.52784781 0.14154683]"
Tea,29,36.82993355,-0.613137389,training,01/08/2022,01/08/2023,complete,"[0.38785252 0.0025681  0.14280039 0.32430461 0.45378145 0.64183628
 0.66079326 0.05261397 0.78530693 0.7488863 ]"
Tea,29,36.8438912,-0.6147828,training,01/09/2022,01/09/2023,complete,"[0.51254803 0.44754302 0.27237057 0.00940939 0.41032665 0.03994767
 0.47806951 0.60769311 0.88417187 0.49151043]"
Coffee,18,36.980594,-0.6212788,training,01/10/2022,01/10/2023,complete,"[0.5716184  0.82195079 0.71421813 0.2547189  0.34630417 0.53533019
 0.81125132 0.94147345 0.82401115 0.97078292]"
Tea,29,36.8268496,-0.613223528,training,01/11/2022,01/11/2023,complete,"[0.11178176 0.27489597 0.57076118 0.19510175 0.48512776 0.70395491
 0.45349992 0.72112396 0.1256852  0.84736807]"
Maize,7,37.074135,-0.622575,training,01/12/2022,01/12/2023,complete,"[0.73026948 0.57922936 0.43933255 0.76294046 0.76351758 0.90008275
 0.26441638 0.16672232 0.46528696 0.94037806]"
Macadamia,10,36.9727786,-0.6217059,training,13/01/2022,13/01/2023,complete,"[0.99418449 0.79648028 0.83599674 0.55749873 0.5552517  0.10921198
 0.68804935 0.45039666 0.46980822 0.51792613]"
Tea,29,36.83478346,-0.615010913,training,14/01/2022,14/01/2023,complete,"[0.73566515 0.97923157 0.68353878 0.72946381 0.33553464 0.93611137
 0.1708203  0.89789893 0.58289652 0.96480959]"
Tea,29,36.8438956,-0.6148288,training,15/01/2022,15/01/2023,complete,"[0.64120192 0.85182098 0.14780792 0.30062215 0.65108166 0.03678715
 0.60869611 0.77208728 0.99136966 0.56102968]"
Tea,29,36.83305412,-0.609715513,training,16/01/2022,16/01/2023,complete,"[0.85144279 0.07493942 0.09974062 0.238903   0.8493192  0.92277382
 0.33773127 0.66856311 0.42272521 0.44448074]"
Tea,29,36.82694866,-0.606405617,training,17/01/2022,17/01/2023,complete,"[0.79046375 0.13370257 0.88317634 0.13136524 0.21565961 0.57122492
 0.2387001  0.6798579  0.64333502 0.09801817]"
Shrub,9,37.093715,-0.62886,training,18/01/2022,18/01/2023,complete,"[0.93521817 0.93489837 0.82799903 0.32022941 0.71953234 0.09794049
 0.93565623 0.5203691  0.98294256 0.74249193]"
Bananas,20,36.964642,-0.6228958,training,19/01/2022,19/01/2023,complete,"[0.55598812 0.84000257 0.47574238 0.01704859 0.28322906 0.10291653
 0.78608509 0.56009994 0.63211349 0.06969185]"
Tea,29,36.8401227,-0.613048,training,20/01/2022,20/01/2023,complete,"[0.38045462 0.23512101 0.19492332 0.8367209  0.65703557 0.99565021
 0.79395908 0.60047868 0.39318551 0.55375792]"
Napier,19,36.844705,-0.6120168,training,21/01/2022,21/01/2023,complete,"[0.34677767 0.37135438 0.94162675 0.49290095 0.4009859  0.71788454
 0.58728333 0.19612114 0.90136713 0.10229236]"
Maize,7,36.84819,-0.6120235,training,22/01/2022,22/01/2023,complete,"[0.67790519 0.44687891 0.40514488 0.99842467 0.31883728 0.8408179
 0.2813175  0.8375717  0.2147358  0.36973687]"
Maize,7,36.9626758,-0.6271264,training,23/01/2022,23/01/2023,complete,"[0.02433935 0.06864059 0.49159369 0.50895833 0.01435832 0.02038643
 0.31433388 0.13393735 0.29370312 0.51109276]"
Maize,7,36.8500463,-0.6077374,training,24/01/2022,24/01/2023,complete,"[0.36285814 0.6973339  0.88391852 0.88882293 0.03192048 0.55528915
 0.68217251 0.56067756 0.97444347 0.6082985 ]"
Tea,29,36.84970692,-0.607488374,training,25/01/2022,25/01/2023,complete,"[0.47801233 0.84886783 0.53980634 0.24325597 0.16549455 0.19297457
 0.78845945 0.66835419 0.91731609 0.32581612]"
Maize,7,37.1015942,-0.6420937,training,26/01/2022,26/01/2023,complete,"[0.17596206 0.60726431 0.24379497 0.18543334 0.24002671 0.50499626
 0.40601975 0.64748978 0.77376819 0.1381001 ]"
Maize,7,36.9499965,-0.6175745,training,27/01/2022,27/01/2023,complete,"[0.10119158 0.64795242 0.61731779 0.42781421 0.4517864  0.75120606
 0.73208451 0.27351714 0.41670984 0.67566402]"
Tea,29,36.8562123,-0.6023067,training,28/01/2022,28/01/2023,complete,"[0.05648876 0.96185294 0.28893013 0.58902742 0.6714565  0.1227351
 0.78832018 0.70323059 0.5709899  0.24724377]"
Maize,7,36.950424,-0.6135733,training,29/01/2022,29/01/2023,complete,"[0.04667658 0.17003115 0.01298311 0.79461652 0.97398469 0.5469842
 0.00364671 0.16098263 0.77111696 0.17679904]"
Coffee,18,36.9557284,-0.6102135,training,30/01/2022,30/01/2023,complete,"[0.77295724 0.62373676 0.33741762 0.6205079  0.85392367 0.45976195
 0.44949108 0.92746039 0.53248197 0.41584653]"
Coffee,18,36.959955,-0.611325,training,31/01/2022,31/01/2023,complete,"[0.04404696 0.36920219 0.88571985 0.24176768 0.08898132 0.59215429
 0.72268443 0.82671496 0.81716977 0.54312099]"
Tea,29,36.9404299,-0.6113896,training,02/01/2022,02/01/2023,complete,"[0.49973338 0.08956562 0.03327726 0.97705166 0.44546121 0.42103711
 0.11271565 0.75509518 0.37461471 0.86757457]"
Tea,29,36.93706,-0.6147865,training,02/02/2022,02/02/2023,complete,"[0.57873193 0.17161889 0.37802647 0.0169603  0.26118972 0.77778426
 0.79520514 0.31431183 0.15334788 0.47542378]"
Tea,29,36.9374383,-0.6157062,training,02/03/2022,02/03/2023,complete,"[0.80457411 0.89411344 0.11867451 0.21943709 0.02656891 0.06096465
 0.01319856 0.70419629 0.84861828 0.00337197]"
Bananas,20,37.02908,-0.65366,training,02/04/2022,02/04/2023,complete,"[0.12830107 0.76500665 0.69632905 0.0265411  0.99575931 0.62615649
 0.51460207 0.52032976 0.64038576 0.68681027]"
Bananas,20,37.0325678,-0.6529867,training,02/05/2022,02/05/2023,complete,"[0.6957313  0.39255849 0.841456   0.95209275 0.43904612 0.34819288
 0.96675358 0.68073208 0.34709624 0.80904589]"
Coffee,18,37.03854882,-0.65264044,training,02/06/2022,02/06/2023,complete,"[0.43995466 0.97561797 0.28447144 0.48318801 0.6196548  0.28231849
 0.82732407 0.54760718 0.97331436 0.2943924 ]"
Bananas,20,37.0443245,-0.6502691,training,02/07/2022,02/07/2023,complete,"[0.94123117 0.16175879 0.23429822 0.5975281  0.47686439 0.73200985
 0.72218324 0.79821206 0.98874305 0.63112344]"
Bananas,20,37.0443333,-0.6502867,training,02/08/2022,02/08/2023,complete,"[0.82077224 0.10711344 0.16137425 0.27982432 0.21729724 0.09086983
 0.03899097 0.37607051 0.05290506 0.18830796]"
Maize,7,37.03964931,-0.656096742,training,02/09/2022,02/09/2023,complete,"[0.60479098 0.34421223 0.42177199 0.69500259 0.52973655 0.08130147
 0.38897546 0.47186722 0.84750127 0.83922427]"
Maize,7,37.04652576,-0.655853401,training,02/10/2022,02/10/2023,complete,"[0.49553101 0.05799582 0.00565568 0.07317317 0.74374426 0.11401278
 0.47518035 0.1655327  0.25544768 0.33841122]"
Beans,12,37.0504482,-0.6552533,training,02/11/2022,02/11/2023,complete,"[0.7621396  0.83091944 0.62593043 0.13837896 0.16804264 0.24819095
 0.66417614 0.13884797 0.06681123 0.31159879]"
Coffee,18,37.0481804,-0.656614,training,02/12/2022,02/12/2023,complete,"[0.04163766 0.32065379 0.82998706 0.34484769 0.02349829 0.8340054
 0.49867065 0.02578435 0.50630269 0.46508769]"
Beans,12,37.051405,-0.6601667,training,13/02/2022,13/02/2023,complete,"[0.36021083 0.07221991 0.55564805 0.4046053  0.80732623 0.66495548
 0.01352797 0.27693796 0.47945086 0.45217906]"
Maize,7,37.0556962,-0.6576382,training,14/02/2022,14/02/2023,complete,"[0.93190932 0.12873023 0.89688316 0.4099815  0.97886047 0.89520079
 0.28212395 0.72986028 0.57135217 0.47221077]"
Maize,7,37.0540767,-0.6630967,training,15/02/2022,15/02/2023,complete,"[0.40318324 0.79568103 0.09819995 0.21135429 0.75690288 0.53874006
 0.75164475 0.79523947 0.01429448 0.38598818]"
Maize,7,37.0554917,-0.666735,training,16/02/2022,16/02/2023,complete,"[0.14972501 0.78359947 0.61305589 0.03685396 0.3859653  0.33344849
 0.21781549 0.87229856 0.53958529 0.78724978]"
Maize,7,37.0749915,-0.6745979,training,17/02/2022,17/02/2023,complete,"[0.70683892 0.60290094 0.01721629 0.47692291 0.79301689 0.9123692
 0.74744793 0.71937507 0.65013822 0.4501311 ]"
Shrub,9,37.0855983,-0.677925,training,18/02/2022,18/02/2023,complete,"[0.66948724 0.31929507 0.63491539 0.93704936 0.23352528 0.50118381
 0.6700592  0.77827876 0.1352703  0.72467584]"
Maize,7,37.08527815,-0.678025309,training,19/02/2022,19/02/2023,complete,"[0.43631416 0.18844968 0.66462551 0.19355435 0.01180885 0.04311611
 0.2488885  0.83645515 0.33212964 0.45617494]"
Maize,7,36.9888944,-0.6505711,training,20/02/2022,20/02/2023,complete,"[0.57110904 0.89855626 0.42836353 0.31105406 0.02085484 0.41930812
 0.6899136  0.92103024 0.38379827 0.97752759]"
Avocado,8,36.9865275,-0.653375,training,21/02/2022,21/02/2023,complete,"[0.79802869 0.49914133 0.95887666 0.29064208 0.97122757 0.35829284
 0.52204559 0.32689412 0.5796003  0.92876797]"
Coffee,18,36.973919,-0.6532565,training,22/02/2022,22/02/2023,complete,"[0.30675267 0.35235648 0.95636587 0.69824535 0.81491037 0.16845041
 0.29801069 0.95372197 0.22482217 0.13445532]"
Coffee,18,36.96417,-0.6543333,training,23/02/2022,23/02/2023,complete,"[0.80112051 0.21807668 0.92285349 0.33337885 0.47120821 0.04572005
 0.24767868 0.60512872 0.40273385 0.33958314]"
Coffee,18,36.9593833,-0.6556082,training,24/02/2022,24/02/2023,complete,"[0.98340966 0.65811112 0.60578138 0.94935191 0.35300443 0.04491146
 0.01861509 0.42282146 0.22922865 0.72770055]"
Coffee,18,36.9585453,-0.6546739,training,25/02/2022,25/02/2023,complete,"[0.04265197 0.64415941 0.38528497 0.80333001 0.14904281 0.37970544
 0.73991821 0.70705381 0.45290605 0.38257829]"
Tea,29,36.9556467,-0.6541583,training,26/02/2022,26/02/2023,complete,"[8.22341175e-04 3.56411887e-01 9.75302718e-01 3.08118368e-01
 3.63721761e-02 3.22133777e-01 5.24824080e-01 7.36219942e-01
 9.52175152e-04 2.14034533e-01]"
Coffee,18,36.9512644,-0.6535649,training,27/02/2022,27/02/2023,complete,"[0.35183732 0.63643429 0.43638916 0.18896838 0.46896362 0.12387693
 0.60096841 0.81820454 0.56868169 0.68948015]"
Maize,7,36.955542,-0.6497969,training,28/02/2022,28/02/2023,complete,"[0.09049889 0.03232663 0.60217675 0.95282451 0.88863031 0.12386015
 0.36692861 0.10895762 0.27974466 0.02310698]"
Coffee,18,36.9508217,-0.6478468,training,03/01/2022,03/01/2023,complete,"[0.93248338 0.11349288 0.98579949 0.94247552 0.65325132 0.83404615
 0.75077767 0.37269817 0.06744824 0.4780276 ]"
Maize,7,36.9471499,-0.6474344,training,03/02/2022,03/02/2023,complete,"[0.46928671 0.60094506 0.80236857 0.41384206 0.05835118 0.11633676
 0.32289648 0.49441333 0.0648218  0.83878732]"
Tea,29,36.9438052,-0.6463633,training,03/03/2022,03/03/2023,complete,"[0.16217208 0.32518736 0.88315529 0.63388578 0.57011239 0.64249219
 0.20338304 0.30759891 0.33749152 0.89879573]"
Maize,7,36.9415117,-0.6444016,training,03/04/2022,03/04/2023,complete,"[0.74894372 0.9592345  0.56680049 0.86067072 0.00686583 0.68755636
 0.32117528 0.71793854 0.89114791 0.71562286]"
Maize,7,36.9934344,-0.6488644,training,03/05/2022,03/05/2023,complete,"[0.04314076 0.50852042 0.45357216 0.67535716 0.21822656 0.37803222
 0.97300702 0.86328622 0.02364963 0.48065743]"
Coffee,18,36.9888253,-0.6465272,training,03/06/2022,03/06/2023,complete,"[0.66007855 0.49874445 0.26156234 0.34761397 0.20663679 0.50690611
 0.75082947 0.71971816 0.6413681  0.35036726]"
Maize,7,36.98719031,-0.64845788,training,03/07/2022,03/07/2023,complete,"[0.40519339 0.33353495 0.40158976 0.47546749 0.85244297 0.38728866
 0.64145801 0.82858983 0.42268169 0.1312851 ]"
Mango,11,37.0574083,-0.673855,training,03/08/2022,03/08/2023,complete,"[0.28692981 0.69706802 0.80254328 0.70553184 0.14684489 0.61486675
 0.31546313 0.48403092 0.61506113 0.58771322]"
Shrub,9,37.1205217,-0.7051383,training,03/09/2022,03/09/2023,complete,"[0.923089   0.3716348  0.71374393 0.57815124 0.07072138 0.11317558
 0.28577662 0.14215203 0.02618038 0.48258662]"
Coffee,18,37.1081072,-0.6726256,training,03/10/2022,03/10/2023,complete,"[0.30213058 0.43763613 0.96585897 0.09316457 0.73918151 0.24528272
 0.27370828 0.54213647 0.63976099 0.62247872]"
Maize,7,37.1052867,-0.6706955,training,03/11/2022,03/11/2023,complete,"[0.74493083 0.69749274 0.46304612 0.95159896 0.78179433 0.21967362
 0.96576342 0.67848187 0.07349954 0.19118049]"
Shrub,9,37.095175,-0.6669067,training,03/12/2022,03/12/2023,complete,"[0.85497591 0.20590174 0.52919913 0.47244712 0.48724936 0.41296571
 0.80339059 0.38873955 0.31010446 0.88696624]"
Beans,12,37.0908608,-0.6630463,training,13/03/2022,13/03/2023,complete,"[0.54506387 0.4099777  0.16228542 0.32352796 0.56870679 0.50135499
 0.20795405 0.33079533 0.30053328 0.52434918]"
Maize,7,37.0875634,-0.667866,training,14/03/2022,14/03/2023,complete,"[0.13762666 0.57834751 0.32640327 0.02931663 0.21648984 0.77851152
 0.48497731 0.3085411  0.49779797 0.91285651]"
Maize,7,37.0876467,-0.6676167,training,15/03/2022,15/03/2023,complete,"[0.88403142 0.35230663 0.93060274 0.92066738 0.78333994 0.87410324
 0.39230453 0.35852484 0.5584359  0.22075483]"
Maize,7,37.087365,-0.6656835,training,16/03/2022,16/03/2023,complete,"[0.75937252 0.26045128 0.36692795 0.3516927  0.28499341 0.20381407
 0.1725208  0.52670313 0.6490919  0.55934524]"
Maize,7,37.0994511,-0.6611073,training,17/03/2022,17/03/2023,complete,"[0.80878414 0.12569177 0.31183847 0.88492167 0.07413599 0.91385405
 0.44514704 0.69402868 0.63637585 0.52944697]"
Maize,7,37.0147607,-0.630200259,training,18/03/2022,18/03/2023,complete,"[0.96703101 0.94762976 0.91175578 0.84991131 0.02319659 0.22740165
 0.80213118 0.77850207 0.32098001 0.5055827 ]"
Maize,7,36.9444597,-0.6405301,training,19/03/2022,19/03/2023,complete,"[0.77444242 0.64254078 0.46298504 0.31151464 0.70218903 0.0285686
 0.12549997 0.26255148 0.77233976 0.92128379]"
Tea,29,36.9403625,-0.6405653,training,20/03/2022,20/03/2023,complete,"[0.22260741 0.35666306 0.19190537 0.46868662 0.35400853 0.58009936
 0.42231257 0.54632335 0.38298345 0.43210405]"
Tea,29,36.9343347,-0.6374615,training,21/03/2022,21/03/2023,complete,"[0.68006418 0.14761393 0.11337196 0.63389321 0.9660758  0.98352632
 0.56690806 0.54652351 0.85737129 0.3353154 ]"
Coffee,18,36.935149,-0.6363306,training,22/03/2022,22/03/2023,complete,"[0.99643677 0.11114706 0.79064927 0.51810506 0.94470641 0.64620688
 0.71791553 0.69159976 0.41616706 0.93366464]"
Coffee,18,36.9668672,-0.6387662,training,23/03/2022,23/03/2023,complete,"[0.46200609 0.3335374  0.5826971  0.11375571 0.29880178 0.25450616
 0.24734514 0.85454915 0.38201353 0.45565188]"
Maize,7,36.9717379,-0.6451323,training,24/03/2022,24/03/2023,complete,"[0.97590625 0.2038368  0.36767552 0.92731794 0.97920301 0.38703604
 0.79147818 0.47687896 0.54808182 0.06909764]"
Coffee,18,36.9656983,-0.6424433,training,25/03/2022,25/03/2023,complete,"[0.21266013 0.38472978 0.05925839 0.76983145 0.8092632  0.13382371
 0.30453544 0.67738302 0.93173558 0.91707228]"
Maize,7,36.9625042,-0.6355891,training,26/03/2022,26/03/2023,complete,"[0.42716806 0.02353519 0.69091546 0.09492037 0.50544213 0.80379778
 0.89381618 0.60718782 0.70053413 0.10605969]"
Coffee,18,36.9550967,-0.6293239,training,27/03/2022,27/03/2023,complete,"[0.61445368 0.3084548  0.66434863 0.77582051 0.25424083 0.51938748
 0.09643586 0.06589732 0.73095586 0.37913107]"
Maize,7,36.9443681,-0.6189817,training,28/03/2022,28/03/2023,complete,"[0.74729568 0.68358338 0.96103319 0.02132061 0.71475263 0.7769499
 0.59646981 0.42733669 0.17509884 0.49171339]"
Tea,29,36.9459667,-0.6062467,training,29/03/2022,29/03/2023,complete,"[0.18657553 0.27576006 0.55802505 0.91009021 0.44639148 0.33847954
 0.7558545  0.45628468 0.53611655 0.40560763]"
Coffee,18,36.9793896,-0.6004675,training,30/03/2022,30/03/2023,complete,"[0.56222376 0.64069473 0.297084   0.77437035 0.17459945 0.8699891
 0.54377926 0.07514906 0.20695397 0.16518651]"
Coffee,18,37.0182661,-0.6246804,training,31/03/2022,31/03/2023,complete,"[0.52535566 0.28447991 0.42756373 0.52299538 0.97931234 0.37286044
 0.89059709 0.1925178  0.83876795 0.22775654]"
Maize,7,37.0149797,-0.6261675,training,04/01/2022,04/01/2023,complete,"[0.70204239 0.71561672 0.09435749 0.15521006 0.98493773 0.79449962
 0.82609746 0.49661067 0.7604961  0.27743692]"
Maize,7,37.01629729,-0.632340807,training,04/02/2022,04/02/2023,complete,"[0.89706586 0.36404673 0.60435592 0.36194772 0.25043259 0.72310196
 0.39072421 0.89505263 0.37527788 0.63364224]"
Maize,7,37.0167726,-0.6373142,training,04/03/2022,04/03/2023,complete,"[0.14455078 0.27139968 0.77685224 0.19034991 0.75362712 0.71009226
 0.00245207 0.34231652 0.3919245  0.31701338]"
Coffee,18,37.01784035,-0.643083375,training,04/04/2022,04/04/2023,complete,"[0.70949233 0.08840298 0.33654766 0.94059592 0.42169997 0.70978977
 0.59566785 0.48725201 0.72429164 0.36337173]"
Maize,7,37.0201948,-0.6490333,training,04/05/2022,04/05/2023,complete,"[0.32258355 0.42061348 0.92532107 0.34837485 0.62987501 0.79340762
 0.8560808  0.5063267  0.72441392 0.9376434 ]"
Bananas,20,37.0237625,-0.6682584,training,04/06/2022,04/06/2023,complete,"[0.73480732 0.34167541 0.74479358 0.40979471 0.43429828 0.93835963
 0.69955414 0.98565897 0.97144521 0.81419414]"
Maize,7,36.9220835,-0.6347155,training,04/07/2022,04/07/2023,complete,"[0.92111246 0.65358237 0.19362877 0.85208035 0.77282558 0.86726421
 0.85752248 0.41325549 0.74772944 0.96705076]"
Tea,29,36.9235574,-0.6366931,training,04/08/2022,04/08/2023,complete,"[0.72949432 0.15835236 0.40841088 0.83219791 0.02551654 0.61021066
 0.06528874 0.98805497 0.47308354 0.84632519]"
Avocado,8,36.9275872,-0.6384355,training,04/09/2022,04/09/2023,complete,"[0.04739463 0.46179377 0.69649413 0.30409763 0.23653747 0.75798064
 0.62208336 0.58605437 0.03673149 0.16555176]"
Tea,29,36.9297541,-0.6375817,training,04/10/2022,04/10/2023,complete,"[0.87041471 0.56182543 0.52363628 0.4481503  0.36786428 0.22089526
 0.20042898 0.56730156 0.58549464 0.64594767]"
Maize,7,36.956369,-0.6417921,training,04/11/2022,04/11/2023,complete,"[0.90809942 0.22288526 0.77403091 0.70767465 0.87207476 0.976928
 0.17463337 0.11734363 0.52811278 0.41482543]"
Maize,7,36.9563219,-0.6418348,training,04/12/2022,04/12/2023,complete,"[0.86222316 0.73006683 0.73009969 0.10588139 0.5341454  0.57174836
 0.40518    0.15112295 0.43861084 0.74266796]"
Maize,7,36.943683,-0.6418234,training,13/04/2022,13/04/2023,complete,"[0.14774687 0.21326331 0.99709673 0.10895632 0.99762899 0.55206362
 0.67984925 0.99230554 0.96206658 0.31465957]"
Maize,7,36.9437081,-0.6420448,training,14/04/2022,14/04/2023,complete,"[0.05078365 0.6051492  0.90191783 0.18770008 0.66739592 0.57143654
 0.93161912 0.22334482 0.13716007 0.99535261]"
Maize,7,36.9378795,-0.6399121,training,15/04/2022,15/04/2023,complete,"[0.84679103 0.12599487 0.34995088 0.83269554 0.88698818 0.83254758
 0.24742423 0.94779344 0.67261211 0.05088855]"
Maize,7,36.9375528,-0.6398871,training,16/04/2022,16/04/2023,complete,"[0.08486833 0.4436593  0.37659451 0.41144183 0.71586372 0.79203254
 0.82873611 0.1686059  0.04433561 0.3550482 ]"
Bananas,20,36.9370084,-0.6394016,training,17/04/2022,17/04/2023,complete,"[0.71523249 0.61157334 0.78568591 0.90968804 0.1721888  0.56409422
 0.01681407 0.71319458 0.33422904 0.60269205]"
Potatoes,15,36.9231687,-0.6362828,training,18/04/2022,18/04/2023,complete,"[0.97158993 0.17565626 0.14566722 0.86597673 0.38877786 0.90320999
 0.27057077 0.02195202 0.74462055 0.99146876]"
Avocado,8,36.9233055,-0.6361355,training,19/04/2022,19/04/2023,complete,"[0.51699505 0.91948653 0.77218359 0.31212726 0.7092765  0.73671722
 0.26130105 0.67506732 0.36851683 0.07453298]"
Maize,7,36.9224989,-0.6350383,training,20/04/2022,20/04/2023,complete,"[0.73976598 0.43775888 0.63483794 0.43137851 0.45251857 0.13086835
 0.18150847 0.44948841 0.88243906 0.09116319]"
Maize,7,36.9177828,-0.6374141,training,21/04/2022,21/04/2023,complete,"[0.76707634 0.48159765 0.72281004 0.4784156  0.78555269 0.98068244
 0.49298715 0.19356707 0.5664927  0.20269412]"
Maize,7,36.9181175,-0.636363,training,22/04/2022,22/04/2023,complete,"[0.52289524 0.3211837  0.06125857 0.28125707 0.34231794 0.38037148
 0.54907463 0.3654207  0.67768344 0.32221768]"
Maize,7,36.9183062,-0.6361391,training,23/04/2022,23/04/2023,complete,"[0.91633843 0.58703943 0.06106759 0.31485758 0.02343285 0.05794612
 0.81877816 0.10018267 0.5522044  0.29826026]"
Maize,7,36.9177628,-0.636559,training,24/04/2022,24/04/2023,complete,"[0.20141169 0.70464055 0.81268477 0.54608088 0.78557196 0.75817844
 0.03155849 0.09448161 0.91970556 0.34002079]"
Maize,7,36.9175907,-0.6364613,training,25/04/2022,25/04/2023,complete,"[0.62777976 0.36572866 0.83917373 0.35974555 0.31195138 0.24590571
 0.44199402 0.02703456 0.11319876 0.56484996]"
Maize,7,36.917731,-0.637912,training,26/04/2022,26/04/2023,complete,"[0.01869595 0.68876043 0.18409493 0.97095234 0.66867565 0.0950775
 0.57147075 0.15357485 0.5006667  0.68668337]"
Maize,7,36.9175455,-0.637651,training,27/04/2022,27/04/2023,complete,"[0.02593208 0.80577857 0.41065378 0.5987973  0.42783729 0.49371367
 0.85094722 0.0018396  0.87684556 0.251291  ]"
Maize,7,36.9176077,-0.637562,training,28/04/2022,28/04/2023,complete,"[0.50896441 0.06271237 0.12173543 0.0943943  0.69602978 0.82498904
 0.44988361 0.19817784 0.40698396 0.06459387]"
Maize,7,36.9170412,-0.637335,training,29/04/2022,29/04/2023,complete,"[0.48718813 0.40548021 0.69098884 0.82707683 0.37953464 0.57204688
 0.69582652 0.28670678 0.1724362  0.25024471]"
Tea,29,36.9173472,-0.6375184,training,30/04/2022,30/04/2023,complete,"[0.04818167 0.0557221  0.89716928 0.08196542 0.90662741 0.1290675
 0.09998086 0.32250152 0.10515008 0.86192542]"
Coffee,18,36.919846,-0.6367028,training,05/01/2022,05/01/2023,complete,"[0.64124856 0.19935688 0.27277059 0.78723666 0.81253142 0.02357652
 0.86618064 0.74246193 0.71478873 0.36912692]"
Coffee,18,36.9201195,-0.6361676,training,05/02/2022,05/02/2023,complete,"[0.40799675 0.16799107 0.15201491 0.1295278  0.77833741 0.62389134
 0.4325082  0.72922878 0.73184269 0.41482315]"
Tea,29,36.9205942,-0.6355775,training,05/03/2022,05/03/2023,complete,"[0.03766542 0.79610344 0.10087288 0.94766821 0.46874155 0.79781232
 0.32676879 0.9080077  0.85221371 0.42908953]"
Coffee,18,36.9206399,-0.6353449,training,05/04/2022,05/04/2023,complete,"[0.13178239 0.50961072 0.19251225 0.42646592 0.19951088 0.64064778
 0.95549454 0.26614303 0.45238227 0.10690771]"
Tea,29,36.9209006,-0.6350777,training,05/05/2022,05/05/2023,complete,"[0.27362747 0.40150111 0.30656344 0.10936773 0.76054044 0.276419
 0.05596901 0.14968194 0.28495943 0.49075925]"
Tea,29,36.9218566,-0.6348463,training,05/06/2022,05/06/2023,complete,"[0.02253535 0.40478749 0.81537635 0.26169579 0.2678847  0.88603545
 0.52174579 0.57445876 0.6881886  0.78121835]"
Bananas,20,36.94421076,-0.799350496,training,05/07/2022,05/07/2023,complete,"[0.77637073 0.94833375 0.93514935 0.68214697 0.66734644 0.46630277
 0.72969388 0.73569268 0.26422948 0.05802807]"
Napier,19,36.93992689,-0.801966256,training,05/08/2022,05/08/2023,complete,"[0.82321603 0.01476872 0.46065958 0.41420792 0.21309057 0.87544469
 0.16094265 0.49472445 0.70998809 0.05342667]"
Napier,19,36.9348025,-0.804518448,training,05/09/2022,05/09/2023,complete,"[0.02597871 0.68795235 0.49510945 0.60045714 0.28840739 0.36765349
 0.75258882 0.41252119 0.65943488 0.4545028 ]"
Macadamia,10,36.93515095,-0.805029357,training,05/10/2022,05/10/2023,complete,"[0.30271035 0.93769867 0.97886118 0.63416589 0.34060092 0.15048962
 0.87321006 0.88196164 0.70321982 0.02462519]"
Maize,7,36.93081764,-0.807288423,training,05/11/2022,05/11/2023,complete,"[0.23800805 0.74311023 0.07088627 0.45864726 0.33511864 0.5307355
 0.95773459 0.05593164 0.10476146 0.04969967]"
Maize,7,36.92230288,-0.798802505,training,05/12/2022,05/12/2023,complete,"[0.41466671 0.20120262 0.11661098 0.36153511 0.04751479 0.64873743
 0.18544756 0.64385957 0.04385553 0.94426247]"
Bananas,20,36.90882736,-0.793197219,training,13/05/2022,13/05/2023,complete,"[0.10639542 0.53273122 0.94862644 0.59705438 0.6697183  0.40447353
 0.7638527  0.23329396 0.60864795 0.72869261]"
Tea,29,36.90854601,-0.79308715,training,14/05/2022,14/05/2023,complete,"[0.56688835 0.84242976 0.91157559 0.75098107 0.06208533 0.4023278
 0.96634413 0.95441226 0.47610015 0.17704649]"
Tomato,36,36.89718534,-0.790258903,training,15/05/2022,15/05/2023,complete,"[0.29466863 0.61954801 0.4262155  0.6458359  0.407266   0.50496609
 0.4147761  0.08202636 0.49888952 0.33123299]"
Napier,19,36.8959481,-0.788405975,training,16/05/2022,16/05/2023,complete,"[0.73460193 0.98095308 0.87596627 0.02607571 0.07910011 0.78635021
 0.91024559 0.79675232 0.1682467  0.15779091]"
Avocado,8,36.89388091,-0.787454789,training,17/05/2022,17/05/2023,complete,"[0.37771003 0.14134579 0.09190917 0.54185258 0.06436627 0.2370685
 0.86061264 0.16085985 0.71782451 0.00497701]"
Maize,7,36.89005381,-0.784168019,training,18/05/2022,18/05/2023,complete,"[0.89178806 0.99564061 0.50507842 0.49454239 0.79653571 0.67363371
 0.94883856 0.8434149  0.61028734 0.79735126]"
Napier,19,36.8769444,-0.786515376,training,19/05/2022,19/05/2023,complete,"[0.47956493 0.80076876 0.74306087 0.23552823 0.11859268 0.60420354
 0.23690737 0.42946119 0.80057432 0.97967865]"
Napier,19,36.87126,-0.7834218,training,20/05/2022,20/05/2023,complete,"[0.86135442 0.46123299 0.47276192 0.57003062 0.97841662 0.79767502
 0.90121813 0.72575936 0.73379236 0.09502321]"
Maize,7,36.84937532,-0.773188182,training,21/05/2022,21/05/2023,complete,"[0.27134473 0.58953211 0.70967398 0.52143209 0.71044912 0.15694799
 0.83869903 0.1891945  0.40050154 0.76348884]"
