eo_status,eo_data,lon,lat,subset,start_date,end_date,EO_FILE
Arrowroot,16,37.00857418,-0.888011192,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Banana,26,37.0998963,-0.8912096,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomato,36,36.89718534,-0.790258903,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Irish Potato,24,37.0591749,-0.9002128,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sorghum,33,37.15326977,-0.935056538,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Oranges,13,37.3941938,-1.0356564,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pumpkin,17,36.9270403,-0.9309717,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Thoroko,41,37.2405445,-0.8214481,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Potatoes,15,37.3413457,-1.0129799,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tea,29,36.83305412,-0.609715513,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Mango,11,37.3921046,-1.0335636,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Spinach,40,36.9033988,-0.8499308,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Spinach,40,37.124569,-0.8124241,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Spinach,40,37.124569,-0.8124241,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomatoes,34,37.2255233,-0.9179364,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Banana,26,37.0998963,-0.8912096,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.1933702,-0.8215405,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kales,28,37.16007356,-0.940694094,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.0331068,-0.9459922,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cassava,22,37.32741233,-1.065886627,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Banana,26,37.0998963,-0.8912096,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Beans,12,37.179962,-1.020579182,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sunflower,21,37.3412302,-1.0068534,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.22763484,-0.766746115,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,36.9857933,-0.627285,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,36.8673127,-0.8217643,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Potatoes,15,36.9231687,-0.6362828,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Oranges,13,37.3941938,-1.0356564,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Avocado,8,36.9080485,-0.9082121,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Banana,26,37.0549815,-0.9160407,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.1568919,-0.747072,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pineapple,37,37.0824554,-1.0256117,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Spinach,40,36.9033988,-0.8499308,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.1717637,-1.0228288,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Yams,30,36.9651266,-0.6974132,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cabbage,27,36.8673113,-0.8217473,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Potatoes,15,37.3413457,-1.0129799,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cabbage,27,36.9380003,-0.686399112,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Spinach,40,37.124569,-0.8124241,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Rice,32,37.18504199,-0.698276887,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.0467733,-0.8884249,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pineapple,37,37.0824554,-1.0256117,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Rice,32,37.18860858,-0.676180046,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Napier,19,36.87126,-0.7834218,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pineapple,37,37.0824554,-1.0256117,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.2524028,-1.0180239,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Oranges,13,37.3941938,-1.0356564,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kales,28,37.16007356,-0.940694094,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Rice,32,37.23527965,-0.675435249,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Beans,12,37.371549,-1.0374392,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomatoes,34,37.2255233,-0.9179364,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kunde,31,37.203472,-0.7995071,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Guava,35,37.2385483,-0.9353333,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Banana,26,37.0998963,-0.8912096,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomatoes,34,37.2255233,-0.9179364,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Thoroko,41,37.2405445,-0.8214481,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kales,28,37.0330791,-0.9459905,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cabbage,27,36.9380003,-0.686399112,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.093715,-0.62886,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,37.10126354,-0.939962194,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cabbage,27,36.9380003,-0.686399112,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,37.0481804,-0.656614,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Oranges,13,37.3941938,-1.0356564,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.12065,-0.931245,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kales,28,37.16007356,-0.940694094,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.15618408,-0.744677896,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Napier,19,36.94469301,-0.853862854,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sorghum,33,37.15326977,-0.935056538,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.042517,-0.9716409,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tea,29,36.9403625,-0.6405653,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Irish Potato,24,37.0591749,-0.9002128,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,36.980594,-0.6212788,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.0992833,-0.892431,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cassava,22,37.1128493,-0.9046099,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kunde,31,37.1748399,-0.7184414,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cassava,22,37.0975113,-0.9054392,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kunde,31,37.1748399,-0.7184414,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cabbage,27,36.8673113,-0.8217473,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomatoes,34,37.2255233,-0.9179364,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Macadamia,10,36.93515095,-0.805029357,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cabbage,27,37.0363886,-0.9864681,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sorghum,33,37.1704677,-0.8509823,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Yams,30,36.9651266,-0.6974132,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Potatoes,15,36.9231687,-0.6362828,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Tomatoes,34,37.2255233,-0.9179364,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pumpkin,17,36.9270403,-0.9309717,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.0524189,-0.9142979,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sunflower,21,37.0588728,-0.9040369,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.02444404,-0.723681523,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.1592387,-0.7341154,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kales,28,37.1220015,-0.9338115,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sunflower,21,37.0588728,-0.9040369,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Banana,26,37.0549815,-0.9160407,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Spinach,40,36.9033988,-0.8499308,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Oranges,13,37.3941938,-1.0356564,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cabbage,27,36.9380003,-0.686399112,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cabbage,27,37.0363886,-0.9864681,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Avocado,8,36.94095445,-0.862225678,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.1568919,-0.747072,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.1717637,-1.0228288,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Rice,32,37.23527965,-0.675435249,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Avocado,8,36.9430274,-0.8796407,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Avocado,8,36.93343308,-0.866075417,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Guava,35,37.2385483,-0.9353333,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.0548687,-0.7186812,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.042517,-0.9716409,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,36.9255703,-0.9318609,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Banana,26,37.0998963,-0.8912096,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cassava,22,37.1128493,-0.9046099,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Avocado,8,36.9233055,-0.6361355,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Kales,28,37.0964808,-0.7497623,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pumpkin,17,37.1748315,-0.7183995,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Potatoes,15,36.9231687,-0.6362828,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Banana,26,37.0998963,-0.8912096,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Napier,19,37.0787417,-0.636035,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sunflower,21,37.0588728,-0.9040369,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sorghum,33,37.15498037,-0.947109166,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.109208,-0.9238932,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,36.9177628,-0.636559,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Bananas,20,36.9761463,-0.8833592,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Shrub,9,37.0992833,-0.892431,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.1717637,-1.0228288,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Cassava,22,37.32741233,-1.065886627,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,36.9888613,-0.6815357,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.00857418,-0.888011192,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Sweet Potato,23,37.1717637,-1.0228288,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Coffee,18,37.0099713,-0.6136525,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Maize,7,37.1895549,-0.820737,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Mango,11,37.2330579,-0.7881833,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Pumpkin,17,37.271295,-0.8965273,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
Arrowroot,16,37.0467733,-0.8884249,training,01/12/2024,31/01/2025,/home/mapflow/Desktop/openmapflow/openmapflow/satdata/min_lat=-0.95_min_lon=36.75_max_lat=-0.55_max_lon=37.35.tif
